id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
374898	26412155	['Freeman Rosenzweig, Elizabeth S.', 'Xu, Bin', 'Kuhn Cuellar, Luis', 'Martinez-Sanchez, Antonio', 'Schaffer, Miroslava', 'Strauss, Mike', 'Cartwright, Heather N.', 'Ronceray, Pierre', 'Plitzko, Jürgen M.', 'Förster, Friedrich', 'Wingreen, Ned S.', 'Engel, Benjamin D.', 'Mackinder, Luke C.M.', 'Jonikas, Martin C.', 'Elizabeth S. Freeman Rosenzweig', 'Bin Xu', 'Luis Kuhn Cuellar', 'Antonio Martinez-Sanchez', 'Miroslava Schaffer', 'Mike Strauss', 'Heather N. Cartwright', 'Pierre Ronceray', 'Jürgen M. Plitzko', 'Friedrich Förster', 'Ned S. Wingreen', 'Benjamin D. Engel', 'Luke C.M. Mackinder', 'Martin C. Jonikas']	Cell	article	10.1016/j.cell.2017.08.008	136.396	2017-09-01T00:00:00+00:00	2017	9	8	2	4	0.571428571428571	0.142857142857143	0.285714285714286	14	male	0.99	male	1	firstlast	Freeman Rosenzweig, Xu Bin, Kuhn Cuellar, Martinez-Sanchez Antonio, Schaffer Miroslava, Strauss Mike, Cartwright Heather, Ronceray Pierre, Plitzko Jürgen, Förster Friedrich, Wingreen Ned, Engel Benjamin, Mackinder Luke, Jonikas Martin
375542	2558179	['Nair-Gupta P', 'Baccarini A', 'Tung N', 'Seyffer F', 'Florey O', 'Huang Y', 'Banerjee M', 'Overholtzer M', 'Roche PA', 'Tampé R', 'Brown BD', 'Amsen D', 'Whiteheart SW', 'Blander JM', 'Priyanka Nair-Gupta', 'Alessia Baccarini', 'Navpreet Tung', 'Fabian Seyffer', 'Oliver Florey', 'Yunjie Huang', 'Meenakshi Banerjee', 'Michael Overholtzer', 'Paul\xa0A. Roche', 'Robert Tampé', 'Brian\xa0D. Brown', 'Derk Amsen', 'Sidney\xa0W. Whiteheart', 'J.\xa0Magarian Blander']	Cell	article	10.1016/j.cell.2014.04.054	4	2014-07-30T23:00:00+00:00	2014	7	9	4	1	0.642857142857143	0.285714285714286	0.0714285714285714	14	female	0.98			lastfirst	Nair-Gupta Priyanka, Baccarini Alessia, Tung Navpreet, Seyffer Fabian, Florey Oliver, Huang Yunjie, Banerjee Meenakshi, Overholtzer Michael, Roche Paul, Tampé Robert, Brown Brian, Amsen Derk, Whiteheart Sidney, Blander J
377937	1394826	['Joseph\xa0A. Marsh', 'Helena Hernández', 'Zoe Hall', 'Sebastian\xa0E. Ahnert', 'Tina Perica', 'Carol\xa0V. Robinson', 'Sarah\xa0A. Teichmann', 'Marsh JA', 'Hernández H', 'Hall Z', 'Ahnert SE', 'Perica T', 'Robinson CV', 'Teichmann SA']	Cell	article	10.1016/j.cell.2013.02.044	20.22	2013-01-01T00:00:00+00:00	2013	1	2	5	0	0.285714285714286	0.714285714285714	0	7	male	0.99	female	0.98	firstlast	Joseph Marsh, Helena Hernández, Zoe Hall, Sebastian Ahnert, Tina Perica, Carol Robinson, Sarah Teichmann
382040	21424443	['Beumer, Joep', 'Clevers, Hans', 'Joep Beumer', 'Hans Clevers']	Cell	article	10.1016/j.cell.2017.06.023	17.65	2017-06-01T00:00:00+00:00	2017	6	2	0	0	1	0	0	2	male	0.96	male	0.97	lastfirst	Beumer Joep, Clevers Hans
383974	540038	['Olzscha H', 'Schermann SM', 'Woerner AC', 'Pinkert S', 'Hecht MH', 'Tartaglia GG', 'Vendruscolo M', 'Hayer-Hartl M', 'Hartl FU', 'Vabulas RM', 'Heidi Olzscha', 'Sonya M. Schermann', 'Andreas C. Woerner', 'Stefan Pinkert', 'Michael H. Hecht', 'Gian G. Tartaglia', 'Michele Vendruscolo', 'Manajit Hayer-Hartl', 'F. Ulrich Hartl', 'R. Martin Vabulas']	Cell	article	10.1016/j.cell.2010.11.050	8	2011-01-11T00:00:00+00:00	2011	1	5	2	3	0.5	0.2	0.3	10	female	0.97			lastfirst	Olzscha Heidi, Schermann Sonya, Woerner Andreas, Stefan Pinkert, Hecht Michael, Tartaglia Gian, Vendruscolo Michele, Hayer-Hartl Manajit, Hartl F, Vabulas R
399710	3299965	['Lehrman, M A', 'Goldstein, J L', 'Russell, D W', 'Brown, M S', 'Mark A. Lehrman', 'Joseph L. Goldstein', 'David W. Russell', 'Michael S. Brown']	Cell	article	10.1016/0092-8674(87)90079-1	6	2015-06-07T07:46:46+00:00	2015	6	4	0	0	1	0	0	4	male	0.99	male	0.99	lastfirst	Lehrman Mark, Goldstein Joseph, Russell David, Brown Michael
405879	8287868	['Erika\xa0K. Williams', 'Rui\xa0B. Chang', 'David\xa0E. Strochlic', 'Benjamin\xa0D. Umans', 'Bradford\xa0B. Lowell', 'Stephen\xa0D. Liberles', 'Williams, Erika K', 'Chang, Rui B', 'Strochlic, David E', 'Umans, Benjamin D', 'Lowell, Bradford B', 'Liberles, Stephen D', 'Williams EK', 'Chang RB', 'Strochlic DE', 'Umans BD', 'Lowell BB', 'Liberles SD', 'Erika K. Williams', 'Rui B. Chang', 'David E. Strochlic', 'Benjamin D. Umans', 'Bradford B. Lowell', 'Stephen D. Liberles']	Cell	article	10.1016/j.cell.2016.05.011	91.246	2016-05-26T00:00:00+00:00	2016	5	5	1	0	0.833333333333333	0.166666666666667	0	6	female	0.99	male	0.99	firstlast	Erika Williams, Rui Chang, David Strochlic, Benjamin Umans, Bradford Lowell, Stephen Liberles
406134	35580362	['Yao-Qing Chen', 'Teddy John Wohlbold', 'Nai-Ying Zheng', 'Min Huang', 'Yunping Huang', 'Karlynn E. Neu', 'Jiwon Lee', 'Hongquan Wan', 'Karla Thatcher Rojas', 'Ericka Kirkpatrick', 'Carole Henry', 'Anna-Karin E. Palm', 'Christopher T. Stamper', 'Linda Yu-Ling Lan', 'David J. Topham', 'John Treanor', 'Jens Wrammert', 'Rafi Ahmed', 'Maryna C. Eichelberger', 'George Georgiou', 'Florian Krammer', 'Patrick C. Wilson']	Cell	article	10.1016/j.cell.2018.03.030	174.13	2018-04-01T00:00:00+00:00	2018	4	19	2	1	0.863636363636364	0.0909090909090909	0.0454545454545455	22	male	0.62	male	0.98	lastfirst	Yao-Qing Chen, Teddy John, Nai-Ying Zheng, Min Huang, Yunping Huang, Karlynn Neu, Jiwon Lee, Hongquan Wan, Karla Thatcher, Ericka Kirkpatrick, Carole Henry, Anna-Karin Palm, Christopher Stamper, Linda Yu-Ling, David Topham, John Treanor, Jens Wrammert, Rafi Ahmed, Maryna Eichelberger, George Georgiou, Florian Krammer, Patrick Wilson
414225	1692435	['Kathrin Thedieck', 'Birgit Holzwarth', 'Mirja\xa0Tamara Prentzell', 'Christopher Boehlke', 'Kathrin Kläsener', 'Stefanie Ruf', 'Annika\xa0Gwendolin Sonntag', 'Lars Maerz', 'Sushma-Nagaraja Grellscheid', 'Elisabeth Kremmer', 'Roland Nitschke', 'E.\xa0Wolfgang Kuehn', 'Johan\xa0W. Jonker', 'Albert\xa0K. Groen', 'Michael Reth', 'Michael\xa0N. Hall', 'Ralf Baumeister', 'Thedieck K', 'Holzwarth B', 'Prentzell MT', 'Boehlke C', 'Kläsener K', 'Ruf S', 'Sonntag AG', 'Maerz L', 'Grellscheid SN', 'Kremmer E', 'Nitschke R', 'Kuehn EW', 'Jonker JW', 'Groen AK', 'Reth M', 'Hall MN', 'Baumeister R']	Cell	article	10.1016/j.cell.2013.07.031	31.7	2013-01-01T00:00:00+00:00	2013	1	9	7	4	0.45	0.35	0.2	20	female	0.95			firstlast	Mirja Tamara, Annika Gwendolin, E Wolfgang, Kathrin Thedieck, Birgit Holzwarth, Prentzell M, Christopher Boehlke, Kathrin Kläsener, Stefanie Ruf, Sonntag A, Lars Maerz, Sushma-Nagaraja Grellscheid, Elisabeth Kremmer, Roland Nitschke, Kuehn E, Johan Jonker, Albert Groen, Michael Reth, Michael Hall, Ralf Baumeister
416137	661767	['Helen\xa0R. Saibil', 'Daniel\xa0K. Clare', 'Daven Vasishtan', 'Scott Stagg', 'Joel Quispe', 'George\xa0W. Farr', 'Maya Topf', 'Arthur\xa0L. Horwich']	Cell	article	10.1016/j.cell.2012.02.047	2.6	2012-03-22T00:00:00+00:00	2012	3	6	2	0	0.75	0.25	0	8	female	0.98	male	0.99	firstlast	Helen Saibil, Daniel Clare, Daven Vasishtan, Scott Stagg, Joel Quispe, George Farr, Maya Topf, Arthur Horwich
424385	6004786	['Krishnaraj Rajalingam', 'Ivan Dikic', 'Rajalingam, Krishnaraj', 'Dikic, Ivan']	Cell	article	10.1016/j.cell.2016.02.019	1.85	2016-02-25T00:00:00+00:00	2016	2	1	0	1	0.5	0	0.5	2			male	0.99	firstlast	Krishnaraj Rajalingam, Ivan Dikic
439247	4889844	['Osso, Lindsay A', 'Chan, Jonah R']	Cell	article	10.1016/j.cell.2015.12.001	2.75	2015-12-22T11:51:27+00:00	2015	12	2	0	0	1	0	0	2	male	0.95	male	0.76	firstlast	Osso Lindsay, Chan Jonah
440297	1922875	['Christian Praetorius', 'Christine Grill', 'Simon\xa0N. Stacey', 'Alexander\xa0M. Metcalf', 'David\xa0U. Gorkin', 'Kathleen\xa0C. Robinson', 'Eric Van\xa0Otterloo', 'Reuben\xa0S.Q. Kim', 'Kristin Bergsteinsdottir', 'Margret\xa0H. Ogmundsdottir', 'Erna Magnusdottir', 'Pravin\xa0J. Mishra', 'Sean\xa0R. Davis', 'Theresa Guo', 'M.\xa0Raza Zaidi', 'Agnar\xa0S. Helgason', 'Martin\xa0I. Sigurdsson', 'Paul\xa0S. Meltzer', 'Glenn Merlino', 'Valerie Petit', 'Lionel Larue', 'Stacie\xa0K. Loftus', 'David\xa0R. Adams', 'Ulduz Sobhiafshar', 'N.C.\xa0Tolga Emre', 'William\xa0J. Pavan', 'Robert Cornell', 'Aaron\xa0G. Smith', 'Andrew\xa0S. McCallion', 'David\xa0E. Fisher', 'Kari Stefansson', 'Richard\xa0A. Sturm', 'Eirikur Steingrimsson', 'Praetorius C', 'Grill C', 'Stacey SN', 'Metcalf AM', 'Gorkin DU', 'Robinson KC', 'Van Otterloo E', 'Kim RS', 'Bergsteinsdottir K', 'Ogmundsdottir MH', 'Magnusdottir E', 'Mishra PJ', 'Davis SR', 'Guo T', 'Zaidi MR', 'Helgason AS', 'Sigurdsson MI', 'Meltzer PS', 'Merlino G', 'Petit V', 'Larue L', 'Loftus SK', 'Adams DR', 'Sobhiafshar U', 'Emre NC', 'Pavan WJ', 'Cornell R', 'Smith AG', 'McCallion AS', 'Fisher DE', 'Stefansson K', 'Sturm RA', 'Steingrimsson E']	Cell	article	10.1016/j.cell.2013.10.022	126.224	2013-01-01T00:00:00+00:00	2013	1	1	0	34	0.0285714285714286	0	0.971428571428571	35					nofirstname	M Raza, N Tolga, Christian Praetorius, Christine Grill, Simon Stacey, Alexander Metcalf, David Gorkin, Kathleen Robinson, Eric Van, Reuben Kim, Kristin Bergsteinsdottir, Margret Ogmundsdottir, Erna Magnusdottir, Pravin Mishra, Sean Davis, Theresa Guo, Zaidi M, Agnar Helgason, Martin Sigurdsson, Paul Meltzer, Glenn Merlino, Valerie Petit, Lionel Larue, Stacie Loftus, David Adams, Ulduz Sobhiafshar, Emre N, William Pavan, Robert Cornell, Aaron Smith, Andrew McCallion, David Fisher, Kari Stefansson, Richard Sturm, Eirikur Steingrimsson
441672	1461209	['Jamie\xa0A. Hackett', 'M.\xa0Azim Surani', 'Hackett JA', 'Surani MA', 'Jamie A. Hackett', 'M. Azim Surani']	Cell	article	10.1016/j.cell.2013.04.044	2.25	2013-05-01T00:00:00+00:00	2013	5	1	0	2	0.333333333333333	0	0.666666666666667	3					nofirstname	Surani M, Jamie Hackett, M Azim
441918	9719800	['Zhang, Juen', 'Tan, Lubin', 'Ren, Yuqi', 'Liang, Jingwen', 'Lin, Rui', 'Feng, Qiru', 'Zhou, Jingfeng', 'Hu, Fei', 'Ren, Jing', 'Wei, Chao', 'Yu, Tao', 'Zhuang, Yinghua', 'Bettler, Bernhard', 'Wang, Fengchao', 'Luo, Minmin', 'Juen Zhang', 'Lubin Tan', 'Yuqi Ren', 'Jingwen Liang', 'Rui Lin', 'Qiru Feng', 'Jingfeng Zhou', 'Fei Hu', 'Jing Ren', 'Chao Wei', 'Tao Yu', 'Yinghua Zhuang', 'Bernhard Bettler', 'Fengchao Wang', 'Minmin Luo']	Cell	article	10.1016/j.cell.2016.06.026	11.5	2016-07-19T22:53:34+00:00	2016	7	14	1	0	0.933333333333333	0.0666666666666667	0	15	male	0.6	male	0.59	firstlast	Zhang Juen, Tan Lubin, Ren Yuqi, Liang Jingwen, Lin Rui, Feng Qiru, Zhou Jingfeng, Hu Fei, Ren Jing, Wei Chao, Yu Tao, Zhuang Yinghua, Bettler Bernhard, Wang Fengchao, Luo Minmin
442092	406293	['AndrewÂ\xa0G. Bowie']	Cell	article	10.1016/j.cell.2011.09.027	2	2011-01-01T00:00:00+00:00	2011	1	1	0	0	1	0	0	1	male	0.56	male	0.56	lastfirst	AndrewÂ Bowie
454863	694953	['Andrew\xa0C. Oates']	Cell	article	10.1016/j.cell.2012.03.024	0.25	2012-01-01T00:00:00+00:00	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Andrew Oates
457603	26411008	['Shorter, James', 'James Shorter']	Cell	article	10.1016/j.cell.2017.09.010	4.45	2017-09-01T00:00:00+00:00	2017	9	1	0	0	1	0	0	1	male	0.99	male	0.99	lastfirst	Shorter James
461858	588488	['Steven\xa0A. Kliewer', 'Paul\xa0A. Dutchak', 'Takeshi Katafuchi', 'Angie\xa0L. Bookout', 'Jang\xa0Hyun Choi', 'Ruth\xa0T. Yu', 'David\xa0J. Mangelsdorf']	Cell	article	10.1016/j.cell.2011.11.062	17.45	2012-01-01T00:00:00+00:00	2012	1	5	2	0	0.714285714285714	0.285714285714286	0	7	male	0.99	male	0.99	firstlast	Steven Kliewer, Paul Dutchak, Takeshi Katafuchi, Angie Bookout, Jang Hyun, Ruth Yu, David Mangelsdorf
479820	7057777	['Carsten Merkwirth', 'Virginija Jovaisaite', 'Jenni Durieux', 'Olli Matilainen', 'Sabine\xa0D. Jordan', 'Pedro\xa0M. Quiros', 'Kristan\xa0K. Steffen', 'Evan\xa0G. Williams', 'Laurent Mouchiroud', 'Sarah\xa0U. Tronnes', 'Virginia Murillo', 'Suzanne\xa0C. Wolff', 'Reuben\xa0J. Shaw', 'Johan Auwerx', 'Andrew Dillin', 'Merkwirth, Carsten', 'Jovaisaite, Virginija', 'Durieux, Jenni', 'Matilainen, Olli', 'Jordan, Sabine D', 'Quiros, Pedro M', 'Steffen, Kristan K', 'Williams, Evan G', 'Mouchiroud, Laurent', 'Tronnes, Sarah U', 'Murillo, Virginia', 'Wolff, Suzanne C', 'Shaw, Reuben J', 'Auwerx, Johan', 'Dillin, Andrew']	Cell	article	10.1016/j.cell.2016.04.012	109.1	2016-04-28T00:00:00+00:00	2016	4	9	6	0	0.6	0.4	0	15	male	1	male	0.99	firstlast	Carsten Merkwirth, Virginija Jovaisaite, Jenni Durieux, Olli Matilainen, Sabine Jordan, Pedro Quiros, Kristan Steffen, Evan Williams, Laurent Mouchiroud, Sarah Tronnes, Virginia Murillo, Suzanne Wolff, Reuben Shaw, Johan Auwerx, Andrew Dillin
480592	19236353	['Riga Tawo', 'Wojciech Pokrzywa', 'Éva Kevei', 'Melek E. Akyuz', 'Vishnu Balaji', 'Svenja Adrian', 'Jörg Höhfeld', 'Thorsten Hoppe']	Cell	article	10.1016/j.cell.2017.04.003	132.65	2017-04-01T00:00:00+00:00	2017	4	5	2	1	0.625	0.25	0.125	8	male	0.68	male	1	firstlast	Riga Tawo, Wojciech Pokrzywa, Éva Kevei, Melek Akyuz, Vishnu Balaji, Svenja Adrian, Jörg Höhfeld, Thorsten Hoppe
486512	21868163	['Diana Crow', 'Crow, Diana']	Cell	article	10.1016/j.cell.2017.06.043	15.35	2017-07-13T00:00:00+00:00	2017	7	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Diana Crow
486721	673977	['Robert\xa0J. Coffey', 'Powell AE', 'Wang Y', 'Li Y', 'Poulin EJ', 'Means AL', 'Washington MK', 'Higginbotham JN', 'Juchheim A', 'Prasad N', 'Levy SE', 'Guo Y', 'Shyr Y', 'Aronow BJ', 'Haigis KM', 'Franklin JL', 'Coffey RJ', 'Anne\xa0E. Powell', 'Yang Wang', 'Yina Li', 'Emily\xa0J. Poulin', 'Anna\xa0L. Means', 'Mary\xa0K. Washington', 'James\xa0N. Higginbotham', 'Alwin Juchheim', 'Nripesh Prasad', 'Shawn\xa0E. Levy', 'Yan Guo', 'Yu Shyr', 'Bruce\xa0J. Aronow', 'Kevin\xa0M. Haigis', 'Jeffrey\xa0L. Franklin']	Cell	article	10.1016/j.cell.2012.02.042	6	2012-01-01T00:00:00+00:00	2012	1	8	3	5	0.5	0.1875	0.3125	16	male	0.99	male	0.98	firstlast	Robert Coffey, Powell Anne, Wang Yang, Li Yina, Poulin Emily, Means Anna, Washington Mary, Higginbotham James, Juchheim Alwin, Prasad Nripesh, Levy Shawn, Guo Yan, Shyr Yu, Aronow Bruce, Haigis Kevin, Franklin Jeffrey
487593	1136268	['Becky\xa0P. Tsai', 'Nate\xa0P. Hoverter', 'Marian\xa0L. Waterman', 'Tsai BP', 'Hoverter NP', 'Waterman ML']	Cell	article	10.1016/j.cell.2012.12.007	2.75	2012-12-01T00:00:00+00:00	2012	12	2	1	0	0.666666666666667	0.333333333333333	0	3	female	0.97	male	0.62	firstlast	Becky Tsai, Nate Hoverter, Marian Waterman
493239	6004082	['Ann-Jay Tong', 'Xin Liu', 'Brandon\xa0J. Thomas', 'Michelle\xa0M. Lissner', 'Mairead\xa0R. Baker', 'Madhavi\xa0D. Senagolage', 'Amanda\xa0L. Allred', 'Grant\xa0D. Barish', 'Stephen\xa0T. Smale', 'Tong, Ann-Jay', 'Liu, Xin', 'Thomas, Brandon J', 'Lissner, Michelle M', 'Baker, Mairead R', 'Senagolage, Madhavi D', 'Allred, Amanda L', 'Barish, Grant D', 'Smale, Stephen T', 'Brandon J. Thomas', 'Michelle M. Lissner', 'Mairead R. Baker', 'Madhavi D. Senagolage', 'Amanda L. Allred', 'Grant D. Barish', 'Stephen T. Smale']	Cell	article	10.1016/j.cell.2016.01.020	8.6	2016-02-01T00:00:00+00:00	2016	2	4	5	0	0.444444444444444	0.555555555555556	0	9	female	0.97	male	0.99	firstlast	Ann-Jay Tong, Xin Liu, Brandon Thomas, Michelle Lissner, Mairead Baker, Madhavi Senagolage, Amanda Allred, Grant Barish, Stephen Smale
494900	19263466	['Michael G. Dieterle', 'Vincent B. Young']	Cell	article	10.1016/j.cell.2017.03.039	12.05	2017-04-01T00:00:00+00:00	2017	4	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	Michael Dieterle, Vincent Young
496624	618999	['Susumu Tonegawa', 'Nakashiba T', 'Cushman JD', 'Pelkey KA', 'Renaudineau S', 'Buhl DL', 'McHugh TJ', 'Barrera VR', 'Chittajallu R', 'Iwamoto KS', 'McBain CJ', 'Fanselow MS', 'Tonegawa S', 'Toshiaki Nakashiba', 'Jesse\xa0D. Cushman', 'Kenneth\xa0A. Pelkey', 'Sophie Renaudineau', 'Derek\xa0L. Buhl', 'Thomas\xa0J. McHugh', 'Vanessa\xa0Rodriguez Barrera', 'Ramesh Chittajallu', 'Keisuke\xa0S. Iwamoto', 'Chris\xa0J. McBain', 'Michael\xa0S. Fanselow']	Cell	article	10.1016/j.cell.2012.01.046	54.012	2012-02-23T00:00:00+00:00	2012	2	10	2	0	0.833333333333333	0.166666666666667	0	12	male	1	male	0.99	lastfirst	Susumu Tonegawa, Nakashiba Toshiaki, Cushman Jesse, Pelkey Kenneth, Renaudineau Sophie, Buhl Derek, McHugh Thomas, Barrera Vanessa, Chittajallu Ramesh, Iwamoto Keisuke, McBain Chris, Fanselow Michael
497722	672539	['Amato\xa0J. Giaccia', 'Rankin EB', 'Wu C', 'Khatri R', 'Wilson TL', 'Andersen R', 'Araldi E', 'Rankin AL', 'Yuan J', 'Kuo CJ', 'Schipani E', 'Giaccia AJ', 'Erinn\xa0B. Rankin', 'Colleen Wu', 'Richa Khatri', 'Tremika\xa0L.S. Wilson', 'Rebecca Andersen', 'Elisa Araldi', 'Andrew\xa0L. Rankin', 'Jenny Yuan', 'Calvin\xa0J. Kuo', 'Ernestina Schipani']	Cell	article	10.1016/j.cell.2012.01.051	5.5	2012-01-01T00:00:00+00:00	2012	1	9	2	1	0.75	0.166666666666667	0.0833333333333333	12	male	0.93	female	0.5	firstlast	Andersen Rankin, Amato Giaccia, Rankin Erinn, Wu Colleen, Khatri Richa, Wilson Tremika, Rebecca Andersen, Araldi Elisa, Andrew Rankin, Yuan Jenny, Kuo Calvin, Schipani Ernestina
501943	23564958	['Waring Trible', 'Leonora Olivos-Cisneros', 'Sean K. McKenzie', 'Jonathan Saragosti', 'Ni-Chen Chang', 'Benjamin J. Matthews', 'Peter R. Oxley', 'Daniel J.C. Kronauer', 'Trible, Waring', 'Olivos-Cisneros, Leonora', 'McKenzie, Sean K.', 'Saragosti, Jonathan', 'Chang, Ni-Chen', 'Matthews, Benjamin J.', 'Oxley, Peter R.', 'Kronauer, Daniel J.C.']	Cell	article	10.1016/j.cell.2017.07.001	353.074	2017-08-10T00:00:00+00:00	2017	8	6	1	1	0.75	0.125	0.125	8			male	0.99	firstlast	Waring Trible, Leonora Olivos-Cisneros, Sean McKenzie, Jonathan Saragosti, Ni-Chen Chang, Benjamin Matthews, Peter Oxley, Daniel Kronauer
509948	1664927	['Joo\xa0Min Park', 'Jia-Hua Hu', 'Aleksandr Milshteyn', 'Ping-Wu Zhang', 'Chester\xa0G. Moore', 'Sungjin Park', 'Michael\xa0C. Datko', 'Racquel\xa0D. Domingo', 'Cindy\xa0M. Reyes', 'Xiaodong\xa0J. Wang', 'Felicia\xa0A. Etzkorn', 'Bo Xiao', 'Karen\xa0K. Szumlinski', 'Dorothee Kern', 'David\xa0J. Linden', 'Paul\xa0F. Worley', 'Park JM', 'Hu JH', 'Milshteyn A', 'Zhang PW', 'Moore CG', 'Park S', 'Datko MC', 'Domingo RD', 'Reyes CM', 'Wang XJ', 'Etzkorn FA', 'Xiao B', 'Szumlinski KK', 'Kern D', 'Linden DJ', 'Worley PF']	Cell	article	10.1016/j.cell.2013.07.001	16.796	2013-08-01T00:00:00+00:00	2013	8	11	5	1	0.647058823529412	0.294117647058824	0.0588235294117647	17	male	0.94	male	0.99	firstlast	Joo Min, Park J, Jia-Hua Hu, Aleksandr Milshteyn, Ping-Wu Zhang, Chester Moore, Sungjin Park, Michael Datko, Racquel Domingo, Cindy Reyes, Xiaodong Wang, Felicia Etzkorn, Bo Xiao, Karen Szumlinski, Dorothee Kern, David Linden, Paul Worley
