id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
48597	15129142	['Yongdae Shin', 'Joel Berry', 'Nicole Pannucci', 'Mikko P. Haataja', 'Jared E. Toettcher', 'Clifford P. Brangwynne', 'Shin, Yongdae', 'Berry, Joel', 'Pannucci, Nicole', 'Haataja, Mikko P', 'Toettcher, Jared E', 'Brangwynne, Clifford P']	Cell	article	10.1016/j.cell.2016.11.054	129.396	2016-12-29T00:00:00+00:00	2016	12	5	1	0	0.833333333333333	0.166666666666667	0	6	male	0.75	male	0.99	firstlast	Yongdae Shin, Joel Berry, Nicole Pannucci, Mikko Haataja, Jared Toettcher, Clifford Brangwynne
48974	3447885	['Forman, B M', 'Umesono, K', 'Chen, J', 'Evans, R M', 'Barry Marc Forman', 'Kazuhiko Umesono', 'Jasmine Chen', 'Ronald M. Evans']	Cell	article	10.1016/0092-8674(95)90075-6	6	2015-05-22T22:33:15+00:00	2015	5	3	1	0	0.75	0.25	0	4	male	0.97	male	0.99	lastfirst	Forman Barry, Umesono Kazuhiko, Chen Jasmine, Evans Ronald
55507	8168273	['Haque A', 'Engwerda CR']	Cell	article	10.1016/j.cell.2011.04.004	0	2011-04-28T23:00:00+00:00	2011	4	0	0	2	0	0	1	2					nofirstname	Haque A, Engwerda C
67263	8796290	['Jun Wu', 'Juan\xa0Carlos Izpisua\xa0Belmonte', 'Wu, Jun', 'Izpisua Belmonte, Juan Carlos']	Cell	article	10.1016/j.cell.2016.05.043	31.55	2016-06-16T00:00:00+00:00	2016	6	2	0	0	1	0	0	2	male	0.9	male	0.98	firstlast	Jun Wu, Juan Carlos
69767	4662135	['Shadel, Gerald S', 'Horvath, Tamas L', 'Gerald\xa0S. Shadel', 'Tamas\xa0L. Horvath']	Cell	article	10.1016/j.cell.2015.10.001	36.1	2015-10-27T22:02:28+00:00	2015	10	2	0	0	1	0	0	2	male	0.99	male	0.93	lastfirst	Shadel Gerald, Horvath Tamas
78816	1211500	['Ueli Schibler', 'Alan Gerber', 'Cyril Esnault', 'Gregory Aubert', 'Richard Treisman', 'François Pralong']	Cell	article	10.1016/j.cell.2012.12.027	6.6	2013-01-01T00:00:00+00:00	2013	1	6	0	0	1	0	0	6	male	0.98	male	1	firstlast	Ueli Schibler, Alan Gerber, Cyril Esnault, Gregory Aubert, Richard Treisman, François Pralong
84921	20912673	['Kai Zhang', 'Helen E. Foster', 'Arnaud Rondelet', 'Samuel E. Lacey', 'Nadia Bahi-Buisson', 'Alexander W. Bird', 'Andrew P. Carter', 'Zhang, Kai', 'Foster, Helen E.', 'Rondelet, Arnaud', 'Lacey, Samuel E.', 'Bahi-Buisson, Nadia', 'Bird, Alexander W.', 'Carter, Andrew P.']	Cell	article	10.1016/j.cell.2017.05.025	64.88	2017-06-08T00:00:00+00:00	2017	6	5	2	0	0.714285714285714	0.285714285714286	0	7	male	0.93	male	0.99	firstlast	Kai Zhang, Helen Foster, Arnaud Rondelet, Samuel Lacey, Nadia Bahi-Buisson, Alexander Bird, Andrew Carter
91655	3337500	['Revy, P', 'Muto, T', 'Levy, Y', 'Geissmann, F', 'Plebani, A', 'Sanal, O', 'Catalan, N', 'Forveille, M', 'Dufourcq-Labelouse, R', 'Gennery, A', 'Tezcan, I', 'Ersoy, F', 'Kayserili, H', 'Ugazio, A G', 'Brousse, N', 'Muramatsu, M', 'Notarangelo, L D', 'Kinoshita, K', 'Honjo, T', 'Fischer, A', 'Durandy, A', 'Patrick Revy', 'Taro Muto', 'Yves Levy', 'Frédéric Geissmann', 'Alessandro Plebani', 'Ozden Sanal', 'Nadia Catalan', 'Monique Forveille', 'Rémi Dufourcq-Lagelouse', 'Andrew Gennery', 'Ilhan Tezcan', 'Fugen Ersoy', 'Hulya Kayserili', 'Alberto G Ugazio', 'Nicole Brousse', 'Masamichi Muramatsu', 'Luigi D Notarangelo', 'Kazuo Kinoshita', 'Tasuku Honjo', 'Alain Fischer', 'Anne Durandy']	Cell	article	10.1016/s0092-8674(00)00079-9	13	2015-06-08T22:30:31+00:00	2015	6	15	6	1	0.681818181818182	0.272727272727273	0.0454545454545455	22			female	0.97	lastfirst	Dufourcq-Labelouse R, Revy Patrick, Muto Taro, Levy Yves, Geissmann Frédéric, Plebani Alessandro, Sanal Ozden, Catalan Nadia, Forveille Monique, Rémi Dufourcq-Lagelouse, Gennery Andrew, Tezcan Ilhan, Ersoy Fugen, Kayserili Hulya, Ugazio Alberto, Brousse Nicole, Muramatsu Masamichi, Notarangelo Luigi, Kinoshita Kazuo, Honjo Tasuku, Fischer Alain, Durandy Anne
93952	956690	['Robert\xa0A. Martienssen', 'Joseph\xa0P. Calarco', 'Filipe Borges', 'Mark\xa0T.A. Donoghue', 'Frédéric Van\xa0Ex', 'Pauline\xa0E. Jullien', 'Telma Lopes', 'Rui Gardner', 'Frédéric Berger', 'José\xa0A. Feijó', 'Jörg\xa0D. Becker']	Cell	article	10.1016/j.cell.2012.09.001	19.4	2012-09-20T00:00:00+00:00	2012	9	9	2	0	0.818181818181818	0.181818181818182	0	11	male	0.99	male	0.99	firstlast	Robert Martienssen, Joseph Calarco, Filipe Borges, Mark Donoghue, Frédéric Van, Pauline Jullien, Telma Lopes, Rui Gardner, Frédéric Berger, José Feijó, Jörg Becker
110080	13755711	['Brice\xa0E. Keyes', 'Siqi Liu', 'Amma Asare', 'Shruti Naik', 'John Levorse', 'Lisa Polak', 'Catherine\xa0P. Lu', 'Maria Nikolova', 'Hilda\xa0Amalia Pasolli', 'Elaine Fuchs', 'Keyes, Brice E', 'Liu, Siqi', 'Asare, Amma', 'Naik, Shruti', 'Levorse, John', 'Polak, Lisa', 'Lu, Catherine P', 'Nikolova, Maria', 'Pasolli, Hilda Amalia', 'Fuchs, Elaine', 'Brice E. Keyes', 'Catherine P. Lu', 'Hilda Amalia Pasolli']	Cell	article	10.1016/j.cell.2016.10.052	177.508	2016-11-01T00:00:00+00:00	2016	11	5	4	1	0.5	0.4	0.1	10	male	0.56	female	0.98	lastfirst	Siqi Liu, Amma Asare, Shruti Naik, John Levorse, Lisa Polak, Maria Nikolova, Elaine Fuchs, Brice Keyes, Catherine Lu, Hilda Amalia
111294	2218722	['Wolff S', 'Weissman JS', 'Dillin A', 'Suzanne Wolff', 'Jonathan\xa0S. Weissman', 'Andrew Dillin']	Cell	article	10.1016/j.cell.2014.03.007	30.05	2014-03-27T00:00:00+00:00	2014	3	2	1	0	0.666666666666667	0.333333333333333	0	3	female	0.98	male	0.99	lastfirst	Wolff Suzanne, Weissman Jonathan, Dillin Andrew
112415	4549639	['Stelzer, Yonatan', 'Shivalila, Chikdu Shakti', 'Soldner, Frank', 'Markoulaki, Styliani', 'Jaenisch, Rudolf', 'Yonatan Stelzer', 'Chikdu\xa0Shakti Shivalila', 'Frank Soldner', 'Styliani Markoulaki', 'Rudolf Jaenisch']	Cell	article	10.1016/j.cell.2015.08.046	77.88	2015-09-26T10:07:14+00:00	2015	9	3	1	1	0.6	0.2	0.2	5	male	0.98	male	0.99	lastfirst	Stelzer Yonatan, Shivalila Chikdu, Soldner Frank, Markoulaki Styliani, Jaenisch Rudolf
113473	11899585	['Andrew Wang', 'Sarah\xa0C. Huen', 'Harding\xa0H. Luan', 'Shuang Yu', 'Cuiling Zhang', 'Jean-Dominique Gallezot', 'Carmen\xa0J. Booth', 'Ruslan Medzhitov', 'Wang, Andrew', 'Huen, Sarah C', 'Luan, Harding H', 'Yu, Shuang', 'Zhang, Cuiling', 'Gallezot, Jean-Dominique', 'Booth, Carmen J', 'Medzhitov, Ruslan', 'Sarah C. Huen', 'Harding H. Luan', 'Carmen J. Booth']	Cell	article	10.1016/j.cell.2016.07.026	673.386	2016-09-08T00:00:00+00:00	2016	9	5	3	0	0.625	0.375	0	8	male	0.99	female	0.98	firstlast	Andrew Wang, Shuang Yu, Cuiling Zhang, Jean-Dominique Gallezot, Ruslan Medzhitov, Sarah Huen, Harding Luan, Carmen Booth
116024	3388982	['Peet, D J', 'Turley, S D', 'Ma, W', 'Janowski, B A', 'Lobaccaro, J M', 'Hammer, R E', 'Mangelsdorf, D J', 'Daniel J Peet', 'Stephen D Turley', 'Wenzhen Ma', 'Bethany A Janowski', 'Jean-Marc A Lobaccaro', 'Robert E Hammer', 'David J Mangelsdorf']	Cell	article	10.1016/s0092-8674(00)81432-4	10	2017-01-21T18:59:18+00:00	2017	1	5	2	0	0.714285714285714	0.285714285714286	0	7	male	0.99	male	0.99	lastfirst	Peet Daniel, Turley Stephen, Ma Wenzhen, Janowski Bethany, Lobaccaro Jean-Marc, Hammer Robert, Mangelsdorf David
123777	451113	['X.Z.\xa0Shawn Xu', 'Beverly\xa0J. Piggott', 'Jie Liu', 'Zhaoyang Feng', 'Seth\xa0A. Wescott']	Cell	article	10.1016/j.cell.2011.08.053	6.5	2011-01-01T00:00:00+00:00	2011	1	3	1	1	0.6	0.2	0.2	5			male	0.98	firstlast	X Shawn, Beverly Piggott, Jie Liu, Zhaoyang Feng, Seth Wescott
130923	1081710	['René Bernards', 'Sidong Huang', 'Michael Hölzel', 'Theo Knijnenburg', 'Andreas Schlicker', 'Paul Roepman', 'Ultan McDermott', 'Mathew Garnett', 'Wipawadee Grernrum', 'Chong Sun', 'Anirudh Prahallad', 'Floris\xa0H. Groenendijk', 'Lorenza Mittempergher', 'Wouter Nijkamp', 'Jacques Neefjes', 'Ramon Salazar', 'Peter ten\xa0Dijke', 'Hidetaka Uramoto', 'Fumihiro Tanaka', 'Roderick\xa0L. Beijersbergen', 'Lodewyk\xa0F.A. Wessels']	Cell	article	10.1016/j.cell.2012.10.035	45.35	2012-01-01T00:00:00+00:00	2012	1	18	2	1	0.857142857142857	0.0952380952380952	0.0476190476190476	21			male	1	firstlast	René Bernards, Sidong Huang, Michael Hölzel, Theo Knijnenburg, Andreas Schlicker, Paul Roepman, Ultan McDermott, Mathew Garnett, Wipawadee Grernrum, Chong Sun, Anirudh Prahallad, Floris Groenendijk, Lorenza Mittempergher, Wouter Nijkamp, Jacques Neefjes, Ramon Salazar, Peter ten, Hidetaka Uramoto, Fumihiro Tanaka, Roderick Beijersbergen, Lodewyk Wessels
134254	802947	['Alex\xa0L. Kolodkin', 'Riccomagno MM', 'Hurtado A', 'Wang H', 'Macopson JG', 'Griner EM', 'Betz A', 'Brose N', 'Kazanietz MG', 'Kolodkin AL', 'Martin\xa0M. Riccomagno', 'Andrés Hurtado', 'HongBin Wang', 'Joshua\xa0G.J. Macopson', 'Erin\xa0M. Griner', 'Andrea Betz', 'Nils Brose', 'Marcelo\xa0G. Kazanietz']	Cell	article	10.1016/j.cell.2012.05.018	5.5	2012-01-01T00:00:00+00:00	2012	1	5	1	3	0.555555555555556	0.111111111111111	0.333333333333333	9	male	0.9			firstlast	Alex Kolodkin, Riccomagno Martin, Hurtado Andrés, Wang HongBin, Macopson Joshua, Griner Erin, Betz Andrea, Brose Nils, Kazanietz Marcelo
135147	3546666	['Chen G', 'Mulla WA', 'Kucharavy A', 'Tsai HJ', 'Rubinstein B', 'Conkright J', 'McCroskey S', 'Bradford WD', 'Weems L', 'Haug JS', 'Seidel CW', 'Berman J', 'Li R', 'Guangbo Chen', 'Wahid\xa0A. Mulla', 'Andrei Kucharavy', 'Hung-Ji Tsai', 'Boris Rubinstein', 'Juliana Conkright', 'Scott McCroskey', 'William\xa0D. Bradford', 'Lauren Weems', 'Jeff\xa0S. Haug', 'Chris\xa0W. Seidel', 'Judith Berman', 'Rong Li']	Cell	article	10.1016/j.cell.2015.01.026	47.05	2015-12-02T00:00:00+00:00	2015	12	10	3	0	0.769230769230769	0.230769230769231	0	13	male	0.62	male	0.59	lastfirst	Chen Guangbo, Mulla Wahid, Kucharavy Andrei, Tsai Hung-Ji, Rubinstein Boris, Conkright Juliana, McCroskey Scott, Bradford William, Weems Lauren, Haug Jeff, Seidel Chris, Berman Judith, Li Rong
143136	492653	['Huihui Chen', 'Hui Sun', 'Fuping You', 'Wenxiang Sun', 'Xiang Zhou', 'Lu Chen', 'Jing Yang', 'Yutao Wang', 'Hong Tang', 'Yukun Guan', 'Weiwei Xia', 'Jun Gu', 'Hiroki Ishikawa', 'Delia Gutman', 'Glen Barber', 'Zhihai Qin', 'Zhengfan Jiang']	Cell	article	10.1016/j.cell.2011.09.022	6.5	2011-10-14T00:00:00+00:00	2011	10	11	6	0	0.647058823529412	0.352941176470588	0	17	female	0.74	male	0.75	firstlast	Huihui Chen, Hui Sun, Fuping You, Wenxiang Sun, Xiang Zhou, Lu Chen, Jing Yang, Yutao Wang, Hong Tang, Yukun Guan, Weiwei Xia, Jun Gu, Hiroki Ishikawa, Delia Gutman, Glen Barber, Zhihai Qin, Zhengfan Jiang
164196	12185443	['Sedlyarova, Nadezda', 'Shamovsky, Ilya', 'Bharati, Binod K', 'Epshtein, Vitaly', 'Chen, Jiandong', 'Gottesman, Susan', 'Schroeder, Renée', 'Nudler, Evgeny', 'Sedlyarova N', 'Shamovsky I', 'Bharati BK', 'Epshtein V', 'Chen J', 'Gottesman S', 'Schroeder R', 'Nudler E', 'Nadezda Sedlyarova', 'Ilya Shamovsky', 'Binod\xa0K. Bharati', 'Vitaly Epshtein', 'Jiandong Chen', 'Susan Gottesman', 'Renée Schroeder', 'Evgeny Nudler', 'Binod K. Bharati']	Cell	article	10.1016/j.cell.2016.09.004	15.2	2016-09-01T00:00:00+00:00	2016	9	5	3	0	0.625	0.375	0	8	female	0.99	male	1	lastfirst	Sedlyarova Nadezda, Shamovsky Ilya, Epshtein Vitaly, Chen Jiandong, Gottesman Susan, Schroeder Renée, Nudler Evgeny, Bharati Binod
164485	431795	['Rachel Bernstein']	Cell	article	10.1016/j.cell.2011.10.010	9.6	2011-01-01T00:00:00+00:00	2011	1	0	1	0	0	1	0	1	female	0.98	female	0.98	firstlast	Rachel Bernstein
165192	630267	['Gerald\xa0I. Shulman', 'Samuel VT', 'Shulman GI', 'Varman T. Samuel', 'Gerald I. Shulman', 'Varman\xa0T. Samuel']	Cell	article	10.1016/j.cell.2012.02.017	57.148	2012-01-01T00:00:00+00:00	2012	1	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	Gerald Shulman, Samuel Varman
169922	530105	['Edlich F', 'Banerjee S', 'Suzuki M', 'Cleland MM', 'Arnoult D', 'Wang C', 'Neutzner A', 'Tjandra N', 'Youle RJ']	Cell	article	10.1016/j.cell.2011.02.034	1	2011-04-05T00:00:00+00:00	2011	4	0	0	9	0	0	1	9					nofirstname	Edlich F, Banerjee S, Suzuki M, Cleland M, Arnoult D, Wang C, Neutzner A, Tjandra N, Youle R
173365	881102	['Claudia Lukas', 'Gudjonsson T', 'Altmeyer M', 'Savic V', 'Toledo L', 'Dinant C', 'Grøfte M', 'Bartkova J', 'Poulsen M', 'Oka Y', 'Bekker-Jensen S', 'Mailand N', 'Neumann B', 'Heriche JK', 'Shearer R', 'Saunders D', 'Bartek J', 'Lukas J', 'Lukas C', 'Thorkell Gudjonsson', 'Matthias Altmeyer', 'Velibor Savic', 'Luis Toledo', 'Christoffel Dinant', 'Merete Grøfte', 'Jirina Bartkova', 'Maria Poulsen', 'Yasuyoshi Oka', 'Simon Bekker-Jensen', 'Niels Mailand', 'Beate Neumann', 'Jean-Karim Heriche', 'Robert Shearer', 'Darren Saunders', 'Jiri Bartek', 'Jiri Lukas']	Cell	article	10.1016/j.cell.2012.06.039	5.85	2012-08-09T00:00:00+00:00	2012	8	13	2	3	0.722222222222222	0.111111111111111	0.166666666666667	18	female	0.98	male	0.99	firstlast	Claudia Lukas, Gudjonsson Thorkell, Altmeyer Matthias, Savic Velibor, Toledo Luis, Dinant Christoffel, Grøfte Merete, Bartkova Jirina, Poulsen Maria, Oka Yasuyoshi, Bekker-Jensen Simon, Mailand Niels, Neumann Beate, Heriche Jean-Karim, Shearer Robert, Saunders Darren, Bartek Jiri, Lukas Jiri
192671	22529580	['Kvajo M']	Cell	article	None	0	2014-10-09T00:00:00+00:00	2014	10	0	0	1	0	0	1	1					nofirstname	Kvajo M
203082	31555735	['Christ, Anette', 'Günther, Patrick', 'Lauterbach, Mario A.R.', 'Duewell, Peter', 'Biswas, Debjani', 'Pelka, Karin', 'Scholz, Claus J.', 'Oosting, Marije', 'Haendler, Kristian', 'Baßler, Kevin', 'Klee, Kathrin', 'Schulte-Schrepping, Jonas', 'Ulas, Thomas', 'Moorlag, Simone J.C.F.M.', 'Kumar, Vinod', 'Park, Min Hi', 'Joosten, Leo A.B.', 'Groh, Laszlo A.', 'Riksen, Niels P.', 'Espevik, Terje', 'Schlitzer, Andreas', 'Li, Yang', 'Fitzgerald, Michael L.', 'Netea, Mihai G.', 'Schultze, Joachim L.', 'Latz, Eicke', 'Anette Christ', 'Patrick Günther', 'Mario A.R. Lauterbach', 'Peter Duewell', 'Debjani Biswas', 'Karin Pelka', 'Claus J. Scholz', 'Marije Oosting', 'Kristian Haendler', 'Kevin Baßler', 'Kathrin Klee', 'Jonas Schulte-Schrepping', 'Thomas Ulas', 'Simone J.C.F.M. Moorlag', 'Vinod Kumar', 'Min Hi Park', 'Leo A.B. Joosten', 'Laszlo A. Groh', 'Niels P. Riksen', 'Terje Espevik', 'Andreas Schlitzer', 'Yang Li', 'Michael L. Fitzgerald', 'Mihai G. Netea', 'Joachim L. Schultze', 'Eicke Latz']	Cell	article	10.1016/j.cell.2017.12.013	1179.876	2018-01-01T00:00:00+00:00	2018	1	21	5	0	0.807692307692308	0.192307692307692	0	26	female	0.98	male	1	lastfirst	Christ Anette, Günther Patrick, Lauterbach Mario, Duewell Peter, Biswas Debjani, Pelka Karin, Scholz Claus, Oosting Marije, Haendler Kristian, Baßler Kevin, Klee Kathrin, Schulte-Schrepping Jonas, Ulas Thomas, Moorlag Simone, Kumar Vinod, Park Min, Joosten Leo, Groh Laszlo, Riksen Niels, Espevik Terje, Schlitzer Andreas, Li Yang, Fitzgerald Michael, Netea Mihai, Schultze Joachim, Latz Eicke
203151	673000	['Scott Keeney']	Cell	article	10.1016/j.cell.2012.03.011	0.25	2012-01-01T00:00:00+00:00	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Scott Keeney
204477	505065	['Ansari, Aseem Z', 'Rosner, Marsha Rich', 'Adler, Julius', 'Aseem\xa0Z. Ansari', 'Marsha\xa0Rich Rosner', 'Julius Adler']	Cell	article	10.1016/j.cell.2011.12.008	25.98	2011-12-22T00:00:00+00:00	2011	12	2	1	0	0.666666666666667	0.333333333333333	0	3	male	1	male	0.99	lastfirst	Ansari Aseem, Rosner Marsha, Adler Julius
209916	673019	['Lluís Ribas\xa0de\xa0Pouplana', 'Novoa EM', 'Pavon-Eternod M', 'Pan T', 'Ribas de Pouplana L', 'Eva\xa0Maria Novoa', 'Mariana Pavon-Eternod', 'Tao Pan']	Cell	article	10.1016/j.cell.2012.01.050	10	2012-01-01T00:00:00+00:00	2012	1	1	2	1	0.25	0.5	0.25	4			male	0.86	lastfirst	Lluís Ribas, Novoa Eva, Pavon-Eternod Mariana, Pan Tao
223457	7636219	['Sha Liu', 'Qili Liu', 'Masashi Tabuchi', 'Mark\xa0N. Wu', 'Liu, Sha', 'Liu, Qili', 'Tabuchi, Masashi', 'Wu, Mark N', 'Mark N. Wu']	Cell	article	10.1016/j.cell.2016.04.013	423.396	2016-05-19T00:00:00+00:00	2016	5	3	1	0	0.75	0.25	0	4	female	0.62	male	0.99	firstlast	Sha Liu, Qili Liu, Masashi Tabuchi, Mark Wu
227501	27968528	['Alberto Elosegui-Artola', 'Ion Andreu', 'Amy E.M. Beedle', 'Ainhoa Lezamiz', 'Marina Uroz', 'Anita J. Kosmalska', 'Roger Oria', 'Jenny Z. Kechagia', 'Palma Rico-Lastres', 'Anabel-Lise Le Roux', 'Catherine M. Shanahan', 'Xavier Trepat', 'Daniel Navajas', 'Sergi Garcia-Manyes', 'Pere Roca-Cusachs']	Cell	article	10.1016/j.cell.2017.10.008	164.55	2017-10-01T00:00:00+00:00	2017	10	7	8	0	0.466666666666667	0.533333333333333	0	15	male	0.99	male	0.97	firstlast	Alberto Elosegui-Artola, Ion Andreu, Amy Beedle, Ainhoa Lezamiz, Marina Uroz, Anita Kosmalska, Roger Oria, Jenny Kechagia, Palma Rico-Lastres, Anabel-Lise Le, Catherine Shanahan, Xavier Trepat, Daniel Navajas, Sergi Garcia-Manyes, Pere Roca-Cusachs
230928	1272048	['Tslil Ast', 'Galit Cohen', 'Maya Schuldiner']	Cell	article	10.1016/j.cell.2013.02.003	2.5	2013-01-01T00:00:00+00:00	2013	1	1	2	0	0.333333333333333	0.666666666666667	0	3	male	0.68	female	0.95	firstlast	Tslil Ast, Galit Cohen, Maya Schuldiner
233455	593343	['Samuel\xa0L. Pfaff']	Cell	article	10.1016/j.cell.2012.01.024	10.546	2012-01-01T00:00:00+00:00	2012	1	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Samuel Pfaff
234754	195421	['Amita Sehgal', 'Emmanuel Mignot']	Cell	article	10.1016/j.cell.2011.07.004	71.66	2011-07-22T00:00:00+00:00	2011	7	1	1	0	0.5	0.5	0	2	female	0.91	male	0.99	firstlast	Amita Sehgal, Emmanuel Mignot
235244	2183090	['Zheng S', 'Kim H', 'Verhaak RG', 'Siyuan Zheng', 'Hoon Kim', 'Roel\xa0G.W. Verhaak']	Cell	article	10.1016/j.cell.2014.02.037	10.8	2014-03-13T00:00:00+00:00	2014	3	3	0	0	1	0	0	3	male	0.75	male	0.99	lastfirst	Zheng Siyuan, Kim Hoon, Verhaak Roel
235561	4067649	['Miao, Yuxuan', 'Li, Guojie', 'Zhang, Xiaoli', 'Xu, Haoxing', 'Abraham, Soman N', 'Yuxuan Miao', 'Guojie Li', 'Xiaoli Zhang', 'Haoxing Xu', 'Soman\xa0N. Abraham']	Cell	article	10.1016/j.cell.2015.05.009	35.25	2015-06-02T10:31:13+00:00	2015	6	2	3	0	0.4	0.6	0	5	female	0.59	male	0.98	firstlast	Miao Yuxuan, Li Guojie, Zhang Xiaoli, Xu Haoxing, Abraham Soman
236977	41822701	['Zhu, Hongying', 'Wang, Ning', 'Yao, Lei', 'Chen, Qi', 'Zhang, Ran', 'Qian, Junchao', 'Hou, Yiwen', 'Guo, Weiwei', 'Fan, Sijia', 'Liu, Siling', 'Zhao, Qiaoyun', 'Du, Feng', 'Zuo, Xin', 'Guo, Yujun', 'Xu, Yan', 'Li, Jiali', 'Xue, Tian', 'Zhong, Kai', 'Song, Xiaoyuan', 'Huang, Guangming', 'Xiong, Wei', 'Hongying Zhu', 'Ning Wang', 'Lei Yao', 'Qi Chen', 'Ran Zhang', 'Junchao Qian', 'Yiwen Hou', 'Weiwei Guo', 'Sijia Fan', 'Siling Liu', 'Qiaoyun Zhao', 'Feng Du', 'Xin Zuo', 'Yujun Guo', 'Yan Xu', 'Jiali Li', 'Tian Xue', 'Kai Zhong', 'Xiaoyuan Song', 'Guangming Huang', 'Wei Xiong']	Cell	article	10.1016/j.cell.2018.04.014	177.396	2018-05-01T00:00:00+00:00	2018	5	17	4	0	0.80952380952381	0.19047619047619	0	21	male	0.58	male	0.75	firstlast	Zhu Hongying, Wang Ning, Yao Lei, Chen Qi, Zhang Ran, Qian Junchao, Hou Yiwen, Guo Weiwei, Fan Sijia, Liu Siling, Zhao Qiaoyun, Du Feng, Zuo Xin, Guo Yujun, Xu Yan, Li Jiali, Xue Tian, Zhong Kai, Song Xiaoyuan, Huang Guangming, Xiong Wei
