id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors																																																																																								
1896762	4003156	"['Jacob Musser', 'Gunter Wagner']"	bioRxiv	article	10.1101/019380	11.85	2015-05-16T00:00:00+00:00	2015	5	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"Jacob Musser, Gunter Wagner"																																																																																								
1897426	18704027	"['Rakesh Sengupta', 'Raju Surampudi Bapi', 'Anindya Pattanayak']"	bioRxiv	article	10.1101/125849	14.66	2017-04-10T00:00:00+00:00	2017	4	3	0	0	1	0	0	3	male	0.99	male	0.55	firstlast	"Rakesh Sengupta, Raju Surampudi, Anindya Pattanayak"																																																																																								
1899135	8563716	"['Esben Eickhardt', 'Thomas D Als', 'Jakob Grove', 'Anders Boerglum', 'Francesco Lescai']"	bioRxiv	article	10.1101/057604	7.35	2016-06-07T00:00:00+00:00	2016	6	5	0	0	1	0	0	5	male	0.99	male	0.99	firstlast	"Esben Eickhardt, Thomas Als, Jakob Grove, Anders Boerglum, Francesco Lescai"																																																																																								
1899172	4054032	"['Santiago Herrera', 'Timothy M. Shank']"	bioRxiv	article	10.1101/019745	19.58	2015-05-24T00:00:00+00:00	2015	5	2	0	0	1	0	0	2	male	0.98	male	0.99	firstlast	"Santiago Herrera, Timothy Shank"																																																																																								
1899204	30633587	"['Elisa Borghi', 'Valentina Massa', 'Marco Severgnini', 'Grazia Fazio', 'Laura Avagliano', 'Elena Menegola', 'Gaetano Bulfamante', 'Giulia Morace', 'Francesca Borgo']"	bioRxiv	article	10.1101/236190	10.08	2017-12-18T00:00:00+00:00	2017	12	2	7	0	0.222222222	0.777777778	0	9	female	0.99	female	0.99	firstlast	"Elisa Borghi, Valentina Massa, Marco Severgnini, Grazia Fazio, Laura Avagliano, Elena Menegola, Gaetano Bulfamante, Giulia Morace, Francesca Borgo"																																																																																								
1899235	33245808	"['Sven Oliver Bachmann', 'Ellen Cross', 'Shireene Kalbassi', 'Matthew Alexandar Sarraf', 'Michael Anthony Woodley of Menie', 'Stephane J M Baudouin']"	bioRxiv	article	10.1101/265769	5.35	2018-02-15T00:00:00+00:00	2018	2	4	1	1	0.666666667	0.166666667	0.166666667	6	male	0.99	male	0.99	firstlast	"Sven Oliver, Ellen Cross, Shireene Kalbassi, Matthew Alexandar, Michael Anthony, Stephane Baudouin"																																																																																								
1899526	36089603	"['Fang Guo', 'Meghana Holla', 'Madelen M. Diaz', 'Michael Rosbash']"	bioRxiv	article	10.1101/298067	11.15	2018-04-09T00:00:00+00:00	2018	4	2	2	0	0.5	0.5	0	4	female	0.71	male	0.99	firstlast	"Fang Guo, Meghana Holla, Madelen Diaz, Michael Rosbash"																																																																																								
1899989	32656125	"['Riccardo Calandrelli', 'Qiuyang Wu', 'Jihong Guan', 'Sheng Zhong']"	bioRxiv	article	10.1101/259515	11.85	2018-02-04T00:00:00+00:00	2018	2	4	0	0	1	0	0	4	male	0.99	male	0.79	lastfirst	"Riccardo Calandrelli, Qiuyang Wu, Jihong Guan, Sheng Zhong"																																																																																								
1900799	24541687	"['Elizabeth Brown', 'Joshua Torres', 'Ryan A. Bennick', 'Valerie Rozzo', 'Arianna Kerbs', 'Justin R. DiAngelo', 'Alex Keene']"	bioRxiv	article	10.1101/182790	3	2017-08-30T00:00:00+00:00	2017	8	4	3	0	0.571428571	0.428571429	0	7	female	0.99	male	0.9	firstlast	"Elizabeth Brown, Joshua Torres, Ryan Bennick, Valerie Rozzo, Arianna Kerbs, Justin DiAngelo, Alex Keene"																																																																																								
1903048	33718918	"['Nicholas A. Rossi', 'Thierry Mora', 'Aleksandra M. Walczak', 'Mary J. Dunlop']"	bioRxiv	article	10.1101/272120	8.08	2018-02-26T00:00:00+00:00	2018	2	2	2	0	0.5	0.5	0	4	male	0.99	female	0.99	firstlast	"Nicholas Rossi, Thierry Mora, Aleksandra Walczak, Mary Dunlop"																																																																																								
1904278	4584979	"['Xuefang Zhao', 'Sarah B. Emery', 'Bridget Myers', 'Jeffrey M. Kidd', 'Ryan E. Mills']"	bioRxiv	article	10.1101/028217	11.95	2015-10-04T00:00:00+00:00	2015	10	3	2	0	0.6	0.4	0	5	male	0.66	male	0.99	firstlast	"Xuefang Zhao, Sarah Emery, Bridget Myers, Jeffrey Kidd, Ryan Mills"																																																																																								
1906554	21374847	"['Marcel Dann', 'Sidonie Bellot', 'Sylwia Schepella', 'Hanno Schaefer', 'Aurelien Tellier']"	bioRxiv	article	10.1101/156398	11.05	2017-06-27T00:00:00+00:00	2017	6	3	2	0	0.6	0.4	0	5	male	0.99	male	0.99	firstlast	"Marcel Dann, Sidonie Bellot, Sylwia Schepella, Hanno Schaefer, Aurelien Tellier"																																																																																								
1906903	28435921	"['Scott Bottoms', 'Quinn Dickinson', 'Mick McGee', 'Li Hinchman', 'Alan Higbee', 'Alex Hebert', 'Jose Serate', 'Dan Xie', 'Yaoping Zhang', 'Joshua J. Coon', 'Chad L. Myers', 'Robert Landick', 'Jeff S. Piotrowski']"	bioRxiv	article	10.1101/213991	2.5	2017-11-04T00:00:00+00:00	2017	11	11	2	0	0.846153846	0.153846154	0	13	male	0.99	male	0.99	firstlast	"Scott Bottoms, Quinn Dickinson, Mick McGee, Li Hinchman, Alan Higbee, Alex Hebert, Jose Serate, Dan Xie, Yaoping Zhang, Joshua Coon, Chad Myers, Robert Landick, Jeff Piotrowski"																																																																																								
1907413	22206102	"['Spyros Darmanis', 'Steven A. Sloan', 'Derek Croote', 'Marco Mignardi', 'Sophia Chernikova', 'Peyman Samghababi', 'Ye Zhang', 'Norma Neff', 'Mark Kowarsky', 'Christine Caneda', 'Gordon Li', 'Steven Chang', 'Ian David Connolly', 'Yingmei Li', 'Ben Barres', 'Melanie Hayden Gephart', 'Stephen R. Quake']"	bioRxiv	article	10.1101/165811	17.15	2017-07-19T00:00:00+00:00	2017	7	12	5	0	0.705882353	0.294117647	0	17	male	0.99	male	0.99	firstlast	"Spyros Darmanis, Steven Sloan, Derek Croote, Marco Mignardi, Sophia Chernikova, Peyman Samghababi, Ye Zhang, Norma Neff, Mark Kowarsky, Christine Caneda, Gordon Li, Steven Chang, Ian David, Yingmei Li, Ben Barres, Melanie Hayden, Stephen Quake"																																																																																								
1907986	43290868	"['Samuel Starko', 'Lauren Bailey', 'Elandra Creviston', 'Katelyn James', 'Alison Warren', 'Christopher J Neufeld']"	bioRxiv	article	10.1101/337972	1	2018-06-04T00:00:00+00:00	2018	6	2	3	1	0.333333333	0.5	0.166666667	6	male	0.99	male	0.99	firstlast	"Samuel Starko, Lauren Bailey, Elandra Creviston, Katelyn James, Alison Warren, Christopher Neufeld"																																																																																								
1911487	42451133	"['Márcia Martinho Costa', 'Anant Shah', 'Ian Rivens', 'Carol Box', 'Tuathan OShea', 'Jeffrey Bamber', 'Gail ter Haar']"	bioRxiv	article	10.1101/329516	1	2018-05-23T00:00:00+00:00	2018	5	4	2	1	0.571428571	0.285714286	0.142857143	7	male	0.97	female	0.94	firstlast	"Márcia Martinho, Anant Shah, Ian Rivens, Carol Box, Tuathan Ohea, Jeffrey Bamber, Gail ter"																																																																																								
1911839	2128681	"['Cheng Hsun Ho', 'Wolf B. Frommer']"	bioRxiv	article	10.1101/002741	2.25	2014-02-18T00:00:00+00:00	2014	2	2	0	0	1	0	0	2	male	0.74	male	0.96	firstlast	"Cheng Hsun, Wolf Frommer"																																																																																								
1912006	2887861	"['Katharine Best', 'Theres Oakes', 'James M Heather', 'John Shawe-Taylor', 'Benny Chain']"	bioRxiv	article	10.1101/011411	3.35	2014-11-13T00:00:00+00:00	2014	11	3	2	0	0.6	0.4	0	5	female	0.96	male	0.92	firstlast	"Katharine Best, Theres Oakes, James Heather, John Shawe-Taylor, Benny Chain"																																																																																								
1913050	11677406	"['Nico Dissmeyer', 'Augustin C Mot', 'Erik Prell', 'Maria Klecker', 'Christin Naumann', 'Frederik Faden', 'Bernhard Westermann']"	bioRxiv	article	10.1101/062067	2	2016-09-03T00:00:00+00:00	2016	9	5	2	0	0.714285714	0.285714286	0	7	male	0.97	male	1	firstlast	"Nico Dissmeyer, Augustin Mot, Erik Prell, Maria Klecker, Christin Naumann, Frederik Faden, Bernhard Westermann"																																																																																								
1914014	10647340	"['Eric L Miller', 'Benjamin A Evans', 'Omar E Cornejo', 'Ian S Roberts', 'Daniel Rozen']"	bioRxiv	article	10.1101/070011	4.1	2016-08-17T00:00:00+00:00	2016	8	5	0	0	1	0	0	5	male	0.99	male	0.99	firstlast	"Eric Miller, Benjamin Evans, Omar Cornejo, Ian Roberts, Daniel Rozen"																																																																																								
1914524	41134021	"['Stephen R Denton', 'Reema Padia', 'Jill E Shea', 'Luke O Buchmann', 'Gregory J Stoddard', 'Matthew A Firpo', 'Tyler R Call']"	bioRxiv	article	10.1101/320457	2	2018-05-11T00:00:00+00:00	2018	5	5	2	0	0.714285714	0.285714286	0	7	male	0.99	male	0.98	firstlast	"Stephen Denton, Reema Padia, Jill Shea, Luke Buchmann, Gregory Stoddard, Matthew Firpo, Tyler Call"																																																																																								
1914868	11882705	"['Jarrett Smith', 'Deepika Calidas', 'Helen Schmidt', 'Tu Lu', 'Dominique Rasoloson', 'Geraldine Seydoux']"	bioRxiv	article	10.1101/073908	4	2016-09-07T00:00:00+00:00	2016	9	2	4	0	0.333333333	0.666666667	0	6	male	0.99	female	0.98	firstlast	"Jarrett Smith, Deepika Calidas, Helen Schmidt, Tu Lu, Dominique Rasoloson, Geraldine Seydoux"																																																																																								
1915305	32815516	"['Johannes Schoeneberg', 'Shannon Yan', 'Maurizio Righini', 'Mark Remec Pavlin', 'Il-Hyung Lee', 'Lars-Anders Carlson', 'Amir Houshang Bahrami', 'Daniel H Goldman', 'Xuefeng Ren', 'Gerhard Hummer', 'Carlos Bustamante', 'James Hurley']"	bioRxiv	article	10.1101/262170	3.45	2018-02-07T00:00:00+00:00	2018	2	11	1	0	0.916666667	0.083333333	0	12	male	0.99	male	0.99	firstlast	"Johannes Schoeneberg, Shannon Yan, Maurizio Righini, Mark Remec, Il-Hyung Lee, Lars-Anders Carlson, Amir Houshang, Daniel Goldman, Xuefeng Ren, Gerhard Hummer, Carlos Bustamante, James Hurley"																																																																																								
1915326	29177923	"['Steven M. Van Belleghem', 'Margarita Baquero', 'Riccardo Papa', 'Camilo Salazar', 'W. Owen McMillan', 'Brian A. Counterman', 'Chris D. Jiggins', 'Simon H. Martin']"	bioRxiv	article	10.1101/222430	20.75	2017-11-20T00:00:00+00:00	2017	11	6	1	1	0.75	0.125	0.125	8	male	0.99			firstlast	"Steven Van, Margarita Baquero, Riccardo Papa, Camilo Salazar, W Owen, Brian Counterman, Chris Jiggins, Simon Martin"																																																																																								
1917190	3097938	"['Minttu T Virkki', 'Nitin Agrawal', 'Elin Edsbäcker', 'Susana Cristobal', 'Arne Elofsson', 'Anni Kauko']"	bioRxiv	article	10.1101/014167	1.35	2015-01-23T00:00:00+00:00	2015	1	2	4	0	0.333333333	0.666666667	0	6	female	0.91	female	0.95	firstlast	"Minttu Virkki, Nitin Agrawal, Elin Edsbäcker, Susana Cristobal, Arne Elofsson, Anni Kauko"																																																																																								
1917589	17873654	"['Andrea Bizzego', 'Cesare Furlanello']"	bioRxiv	article	10.1101/118943	0.5	2017-03-21T00:00:00+00:00	2017	3	2	0	0	1	0	0	2	male	0.62	male	0.99	firstlast	"Andrea Bizzego, Cesare Furlanello"																																																																																								
1917906	4302846	"['Massimiliano Cocca', 'Marc Pybus', 'Pier Francesco Palamara', 'Erik Garrison', 'Michela Traglia', 'Cinzia F Sala', 'Sheila Ulivi', 'Yasin Memari', 'Anja Kolb-Kokocinski', 'Richard Durbin', 'Paolo Gasparini', 'Daniela Toniolo', 'Nicole Soranzo', 'Vincenza Colonna']"	bioRxiv	article	10.1101/022947	10	2015-07-21T00:00:00+00:00	2015	7	7	7	0	0.5	0.5	0	14	male	0.99	female	0.99	firstlast	"Massimiliano Cocca, Marc Pybus, Pier Francesco, Erik Garrison, Michela Traglia, Cinzia Sala, Sheila Ulivi, Yasin Memari, Anja Kolb-Kokocinski, Richard Durbin, Paolo Gasparini, Daniela Toniolo, Nicole Soranzo, Vincenza Colonna"																																																																																								
1918904	24316502	"['Lukas Baumann', 'Manuel Cina', 'Dianne Egli-Gany', 'Myrofora Goutaki', 'Florian Halbeisen', 'Gian-Reto Lohrer', 'Hammad Ali', 'Pippa Scott', 'Nicola Low']"	bioRxiv	article	10.1101/180422	6.3	2017-08-25T00:00:00+00:00	2017	8	6	3	0	0.666666667	0.333333333	0	9	male	0.99	male	0.85	firstlast	"Lukas Baumann, Manuel Cina, Dianne Egli-Gany, Myrofora Goutaki, Florian Halbeisen, Gian-Reto Lohrer, Hammad Ali, Pippa Scott, Nicola Low"																																																																																								
1919684	43691695	"['Prashant Kaushik', 'Shashi Kumar']"	bioRxiv	article	10.1101/346403	2.5	2018-06-13T00:00:00+00:00	2018	6	2	0	0	1	0	0	2	male	1	male	0.99	firstlast	"Prashant Kaushik, Shashi Kumar"																																																																																								
1919773	18819430	"['Raul Andino', 'Whitfield Zach', 'Patrick T Dolan', 'Mark Kunitomi', 'Michel Tassetto', 'Zach Whitfield', 'Patrick T. Dolan', 'Matthew G. Seetin', 'Steve Oh', 'Cheryl Heiner', 'Ellen Paxinos']"	bioRxiv	article	10.1101/127498	17.75	2017-04-14T00:00:00+00:00	2017	4	7	2	0	0.777777778	0.222222222	0	9	male	0.99	female	0.98	firstlast	"Raul Andino, Mark Kunitomi, Michel Tassetto, Whitfield Zach, Patrick Dolan, Matthew Seetin, Steve Oh, Cheryl Heiner, Ellen Paxinos"																																																																																								
1919977	25081254	"['Kandan Ramakrishnan', 'Iris I. A. Groen', 'Arnold W. M. Smeulders', 'H. Steven Scholte', 'Sennay Ghebreab']"	bioRxiv	article	10.1101/178541	2.75	2017-09-10T00:00:00+00:00	2017	9	2	2	1	0.4	0.4	0.2	5	male	0.95			firstlast	"Kandan Ramakrishnan, Iris Groen, Arnold Smeulders, H Steven, Sennay Ghebreab"																																																																																								
1920522	12090644	"['Louise C Barne', 'Peter Claessens', 'Marcelo B Reyes', 'Marcelo S Caetano', 'Andre M Cravo']"	bioRxiv	article	10.1101/076042	1.75	2016-09-19T00:00:00+00:00	2016	9	4	1	0	0.8	0.2	0	5	female	0.97	male	0.95	firstlast	"Louise Barne, Peter Claessens, Marcelo Reyes, Marcelo Caetano, Andre Cravo"																																																																																								
1920888	38741256	"['Sergio Benito', 'Rosa Lopez-Parellada', 'Elisabeth Esteban', 'Lluisa Hernandez', 'Salvi Prat', 'Mireia Esparza', 'Francisco J Cambra', 'Maria Esther Esteban']"	bioRxiv	article	10.1101/303958	13.4	2018-04-22T00:00:00+00:00	2018	4	3	5	0	0.375	0.625	0	8	male	0.99	female	0.98	firstlast	"Sergio Benito, Rosa Lopez-Parellada, Elisabeth Esteban, Lluisa Hernandez, Salvi Prat, Mireia Esparza, Francisco Cambra, Maria Esther"																																																																																								
1921118	25067223	"['Moises Exposito-Alonso', 'Rocío Gómez Rodríguez', 'Cristina Barragán', 'Giovanna Capovilla', 'Eunyoung Chae', 'Jane Devos', 'Ezgi S. Dogan', 'Claudia Friedemann', 'Caspar Gross', 'Patricia Lang', 'Derek Lundberg', 'Vera Middendorf', 'Jorge Kageyama', 'Talia Karasov', 'Sonja Kersten', 'Sebastian Petersen', 'Leily Rabbani', 'Julian Regalado', 'Lukas Reinelt', 'Beth Rowan', 'Danelle K. Seymour', 'Efthymia Symeonidi', 'Rebecca Schwab', 'Diep Thi Ngoc Tran', 'Kavita Venkataramani', 'Anna-Lena Van de Weyer', 'François Vasseur', 'George Wang', 'Ronja Wedegärtner', 'Frank Weiss', 'Rui Wu', 'Wanyan Xi', 'Maricris Zaidem', 'Wangsheng Zhu', 'Fernando García-Arenal', 'Hernán A. Burbano', 'Oliver Bossdorf', 'Detlef Weigel']"	bioRxiv	article	10.1101/186767	42.9	2017-09-10T00:00:00+00:00	2017	9	15	22	1	0.394736842	0.578947368	0.026315789	38	male	0.99	male	0.99	firstlast	"Moises Exposito-Alonso, Rocío Gómez, Cristina Barragán, Giovanna Capovilla, Eunyoung Chae, Jane Devos, Ezgi Dogan, Claudia Friedemann, Caspar Gross, Patricia Lang, Derek Lundberg, Vera Middendorf, Jorge Kageyama, Talia Karasov, Sonja Kersten, Sebastian Petersen, Leily Rabbani, Julian Regalado, Lukas Reinelt, Beth Rowan, Danelle Seymour, Efthymia Symeonidi, Rebecca Schwab, Diep Thi, Kavita Venkataramani, Anna-Lena VanDeWeyer, François Vasseur, George Wang, Ronja Wedegärtner, Frank Weiss, Rui Wu, Wanyan Xi, Maricris Zaidem, Wangsheng Zhu, Fernando García-Arenal, Hernán Burbano, Oliver Bossdorf, Detlef Weigel"																																																																																								
1921932	23927225	"['Gabriel Schweizer', 'Karin Munch', 'Gertrud Mannhaupt', 'Jan Schirawski', 'Regine Kahmann', 'Julien Dutheil']"	bioRxiv	article	10.1101/177022	8.3	2017-08-16T00:00:00+00:00	2017	8	3	3	0	0.5	0.5	0	6	male	0.98	male	0.99	firstlast	"Gabriel Schweizer, Karin Munch, Gertrud Mannhaupt, Jan Schirawski, Regine Kahmann, Julien Dutheil"																																																																																								
1922030	13455876	"['Romulo M Segovia', 'Yaoqing Shen', 'Scott A Lujan', 'Steven Jones', 'Peter C Stirling']"	bioRxiv	article	10.1101/086512	5.35	2016-11-08T00:00:00+00:00	2016	11	5	0	0	1	0	0	5	male	0.99	male	0.99	firstlast	"Romulo Segovia, Yaoqing Shen, Scott Lujan, Steven Jones, Peter Stirling"																																																																																								
1922093	20026185	"['Frederick S. Albright', 'Leigh Neumayer', 'Saundra S. Buys', 'Cindy B. Matsen', 'Kimberly A. Kaphingst', 'Lisa A Cannon-Albright']"	bioRxiv	article	10.1101/136051	1.75	2017-05-10T00:00:00+00:00	2017	5	1	0	5	0.166666667	0	0.833333333	6	male	0.99			unknown	"Frederick Albright, Leigh Neumayer, Saundra Buys, Cindy Matsen, Kimberly Kaphingst, Lisa Cannon-Albright"																																																																																								
